product_link-href,manufacture_year,mileage,price,length_mm,engine_cc,aspiration,wheel_base_mm,width_mm,direct_injection,seat_capacity,peak_power_hp,fuel_type,steering_type,assembled,height_mm,peak_torque_nm,doors,brand,colour,model,tranmission
https://www.carlist.my/used-cars/2009-toyota-hilux-2-5-g-pickup-truck-a-tip-top-condition-low-processing-fees/7644971,2009.0,125000.0,47800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Gold,Hilux,Automatic
https://www.carlist.my/used-cars/2018-toyota-hilux-2-4g-a-vnt-1-owner-original-paint-under-warranty-service-record-low-mileage-good-condition-promotion-price/7883549,2018.0,80000.0,99800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Brown,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-g-vnt-pickup-truck-a-one-owner-tipt-top-condition-low-processing-fees/7791519,2013.0,100000.0,69800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2012-toyota-hilux-2-5-g-pickup-truck-well-maintain-low-mileage/7916300,2012.0,155000.0,52900.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Black,Hilux,Manual
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-d-4d-turbo-commonrail-4x4-pickup-truck/7897555,2009.0,130000.0,54800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2012-toyota-hilux-2-5-g-m-facelift-4-x-4-best-deal/7852758,2012.0,155000.0,56800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-d-4d-turbo-commonrail-4x4-pickup-truck/7827023,2010.0,165000.0,49800.0,5255.0,2494.0,Turbocharged,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Grey,Hilux,Manual
https://www.carlist.my/used-cars/mco-below-market-sales-toyota-hilux-2-5-pickup-4x4-carnival-sales-promotions/7279039,2011.0,90000.0,53333.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2011-toyota-hilux-2-5-g-pickup-truck-at-bar-bull-full-cowled-cabin-no-offroad-clean-undercarriage-responsive-engine/7824304,2011.0,120000.0,57900.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2017-toyota-hilux-2-4-g-pickup-truck/7804758,2017.0,75000.0,93888.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-g-vnt-pickup-truck-stocks-clearance-sales/7899455,2014.0,130000.0,68800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2009-toyota-hilux-2-5-g-a-one-owner-no-off-road/7910955,2009.0,190000.0,53888.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2016-toyota-hilux-2-8-g-a-facelift-model-toyota-service-record/7733850,2016.0,105000.0,88800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2010-toyota-hilux-2-5-g-spec-vnt-facelift-15-inc-off-set-sport-rim-true-2010/7299353,2010.0,90000.0,51800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2020-toyota-hilux-2-4-v-pickup-truck/7888096,2020.0,15000.0,132888.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/full-service-record-under-warranty-2018-toyota-hilux-2-4-l-edition-pickup-truck/7873696,2018.0,80000.0,103800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-g-canopy-no-processing-fee/7716356,2013.0,80000.0,68888.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2014-toyota-hilux-3-0-g-vnt-pickup-truck/7867421,2014.0,100000.0,69999.0,5260.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Locally Built,1860.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2018-toyota-hilux-2-4-a-g-le-vnt-facelift-full-spec-low-mileage-true-2018/7904442,2018.0,35000.0,104800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-d-4d-trubo-commonrail-4x4-pickup-truck/7794451,2007.0,235000.0,48800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2011-toyota-hilux-2-5-base-spec-pickup-truck-no-off-road-free-test-drive/7668224,2011.0,105000.0,49800.0,5130.0,2494.0,Turbocharged,3085.0,1760.0,Direct Injection,2.0,102.0,Diesel,Rack and Pinion,Locally Built,1795.0,260.0,2.0,Toyota,White,Hilux,Manual
https://www.carlist.my/used-cars/2019-toyota-hilux-2-8-l-edition-pickup-truck/7878662,2019.0,45414.0,121800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,Bronze,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-3-0-g-vnt-pickup-truck-reverse-camera-trd-bodykit/7919323,2013.0,70000.0,65700.0,5260.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Official Import,1850.0,343.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-trd-sportivo-vnt-at-4x4/7853613,2015.0,90000.0,78800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-a-g-vnt-turbo-intercooler-4x4-pickup-truck/7674975,2013.0,105000.0,73800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2014-toyota-hilux-3-0-g-vnt-a/7889869,2014.0,115000.0,79800.0,5260.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Locally Built,1860.0,343.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/pre-owner-wellmaintenance-100k-mileage-done-2010-toyota-hilux-3-0-g-vnt-pickup-truck/7871856,2010.0,105000.0,58800.0,5255.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Official Import,1810.0,343.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-vnt-turbo-intercooler-4x4-pickup-truck/7497529,2014.0,105000.0,75800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/2014-toyota-hilux-3-0-g-vnt-a/7889868,2014.0,115000.0,79800.0,5260.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Locally Built,1860.0,343.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-d-4d-turbo-commonrail-4x4-pickup-truck/7832822,2008.0,185000.0,51800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2005-toyota-hilux-2-5-g-pickup-truck-4x4/7909085,2005.0,30000.0,41800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2011-toyota-hilux-2-5-g-spec-a-new-facelift-model/7905262,2011.0,125000.0,56800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2008-toyota-hilux-2-5-auto-g-spec-d-4d-engine-tiptop-condition-car-king/7836410,2008.0,140000.0,45800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2011-toyota-hilux-2-5-g-1-owner-car-ori-paint-4x4-pickup-truck/7742676,2011.0,65000.0,54800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-d-4d-turbo-commonrail-4x4-pickup-truck/7919721,2009.0,225000.0,48800.0,5255.0,2494.0,Turbocharged,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2012-toyota-hilux-2-5-pickup-truck/7829433,2012.0,125000.0,59800.0,5260.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-a-g-vnt-ori-paint-full-record-toyota/7910780,2014.0,185000.0,72888.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2018-toyota-hilux-2-4-g-at-warranty-free-1-year-service-by-authorized-dealer-trusted-used-car-dealer/7899476,2018.0,115000.0,103800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2016-toyota-hilux-2-8-g-a-full-service-record/7776189,2016.0,95000.0,108800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-vnt-turbo-intercooler-4x4-pickup-truck/7385692,2013.0,105000.0,72800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-vnt-pickup-truck/7856229,2014.0,80000.0,64899.0,5135.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,2.0,144.0,Diesel,Rack and Pinion,Locally Built,1795.0,343.0,2.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-vnt-tubo-intercooler-4x4-pickup-truck/7839757,2013.0,130000.0,66800.0,5260.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-vnt-turbo-intercooler-4x4-pickup-truck/7919329,2012.0,165000.0,66800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Black,Hilux,Manual
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-vnt-single-cab/7850603,2013.0,30000.0,69800.0,5260.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Manual
https://www.carlist.my/used-cars/2018-toyota-hilux-2-4-pickup-truck-manual-full-toyota-service-warranty-by-toyota/7899625,2018.0,65000.0,86800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2012-toyota-hilux-3-0-g-vnt-one-owner-done-90k-km-upgraded-rim-and-suspension-never-rough-use-best-condition-in-town/7739811,2012.0,100000.0,66000.0,5260.0,2982.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,163.0,Diesel,Rack and Pinion,Official Import,1850.0,343.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-vnt-pickup-truck-m/7889881,2015.0,100000.0,74800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Manual
https://www.carlist.my/used-cars/2018-toyota-hilux-2-4-l-edition-a/7807048,2018.0,90000.0,106800.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,Gold,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-g-vnt-pickup-truck-with-low-milleage/7830819,2013.0,80000.0,64000.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-vnt-pickup-truck-m-single-cab-6-months-warranty/7316487,2013.0,65000.0,66800.0,5135.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,2.0,144.0,Diesel,Rack and Pinion,Locally Built,1795.0,343.0,2.0,Toyota,White,Hilux,Manual
https://www.carlist.my/used-cars/2016-toyota-hilux-2-5-a-g-trd-sportivo-true-2016/7857922,2016.0,65000.0,83800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-a-g-vnt-turbo-intercooler-4x4-pickup-truck/7839685,2013.0,130000.0,67800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-d-4d-turbo-commonrail-4x4-pickup-truck/7610796,2011.0,120000.0,54800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1850.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2010-toyota-hilux-2-5-g-vnt-trd-spec-vvip-g1m105-number-owner-only-drive-in-town-never-go-off-road/7917505,2010.0,95000.0,56888.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2019-toyota-hilux-2-4-g-pickup-truck/7916607,2019.0,40000.0,109500.0,5330.0,2393.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,150.0,Diesel,Rack and Pinion,Locally Built,1815.0,400.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-m-g-vnt-turbo-intercooler-4x4-pickup-truck/7447249,2015.0,90000.0,71800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Manual
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-vnt-turbo-intercooler-4x4-pickup-truck/7342062,2014.0,90000.0,75800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/2007-08-toyota-hilux-2-5-g-pickup-truck/7395175,2007.0,190000.0,46800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2008-toyota-hilux-2-5-m-g-d-4d-double-cab-turbo-4x4-pickup-truck/7142977,2008.0,110000.0,45800.0,5255.0,2494.0,Turbocharged,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2014-toyota-hilux-2-5-g-vnt-a/7713929,2014.0,105000.0,77777.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/2016-toyota-hilux-2-8-g-at-free-1-year-warranty-free-1-year-service-by-authorized-dealer-trusted-used-car-dealer/7899225,2016.0,55000.0,106800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2007-toyota-hilux-2-5-g-pickup-truck-car-king-nice-number-plate-69/7831126,2007.0,125000.0,45333.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-trd-sportivo-vnt-pickup-truck-one-owner/7883807,2015.0,150000.0,83000.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/toyota-hilux-2-5-a-g-d-4d-turbo-commonrail-4x4-pickup-truck/7836203,2007.0,130000.0,48800.0,5255.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Black,Hilux,Automatic
https://www.carlist.my/used-cars/2019-toyota-hilux-2-8-l-edition-pickup-truck/7881530,2019.0,40000.0,121800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,Grey,Hilux,Automatic
https://www.carlist.my/used-cars/2007-toyota-hilux-2-5-pickup-truck-m/7746764,2007.0,125000.0,42800.0,5130.0,2494.0,Turbocharged,3085.0,1760.0,Direct Injection,2.0,102.0,Diesel,Rack and Pinion,Locally Built,1795.0,260.0,2.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-trd-sportivo-vnt-pickup-truck-free-1-year-warranty/7873710,2015.0,85000.0,77800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,Silver,Hilux,Automatic
https://www.carlist.my/used-cars/2017-toyota-hilux-2-8-g-pickup-truck/7923457,2017.0,80000.0,107800.0,5330.0,2755.0,Turbo intercooled,3085.0,1855.0,Direct Injection,5.0,177.0,Diesel,Rack and Pinion,Locally Built,1815.0,450.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/1director-used-well-maintained-true-2010-manual-toyota-hilux-2-5-g-pickup/7909117,2010.0,100000.0,51800.0,5255.0,2494.0,Turbocharged,3085.0,1835.0,Direct Injection,5.0,102.0,Diesel,Rack and Pinion,Locally Built,1810.0,260.0,4.0,Toyota,Silver,Hilux,Manual
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-vnt-pickup-truck/7657093,2015.0,75000.0,73999.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Automatic
https://www.carlist.my/used-cars/2013-toyota-hilux-2-5-single-cab-m/7795206,2013.0,85000.0,52999.0,5260.0,2494.0,Turbo intercooled,3085.0,1760.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Manual
https://www.carlist.my/used-cars/2015-toyota-hilux-2-5-g-vnt-m/7889880,2015.0,100000.0,74800.0,5260.0,2494.0,Turbo intercooled,3085.0,1835.0,Direct Injection,5.0,144.0,Diesel,Rack and Pinion,Locally Built,1850.0,343.0,4.0,Toyota,White,Hilux,Manual
